CALLE,SUPERFICIE,PRECIOUSD,PRECIOPESOS,USDM2,ANTIG,EN_GALERIA,COTIZ,TRIMESTRE,BARRIO,COMUNA
SANABRIA,25,105000,7297500,4165,0,,67,SEGUNDO,VILLA DEVOTO SUR,11
AV. FCO. BEIRO,300,750000,52125000,2500,0,,67,SEGUNDO,VILLA DEVOTO SUR,11
SANABRIA,33,90000,6255000,2727,0,,67,SEGUNDO,VILLA DEVOTO SUR,11
AV F BEIRO,20,55800,3878100,2862,0,,67,SEGUNDO,VILLA DEVOTO SUR,11
AVENIDA ALVAREZ THOMAS,260,415000,28842500,1596,0,,67,SEGUNDO,VILLA ORTUZAR,15
AV TRIUNVIRATO,82,300000,20850000,3659,0,,67,SEGUNDO,VILLA ORTUZAR,15
COMBATIENTES DE MALVINAS 3000,3700,8000000,556000000,2162,0,,67,SEGUNDO,VILLA ORTUZAR,15
TRONADOR,29,45000,3127500,1552,0,,67,SEGUNDO,VILLA ORTUZAR,15
AV.ALVAREZ THOMAS,66,195000,13552500,2955,0,,67,SEGUNDO,VILLA ORTUZAR,15
TRIUNVIRATO AV. 3100,186,400000,27800000,2151,0,,67,SEGUNDO,VILLA ORTUZAR,15
G MISTRAL,108,210000,14595000,1944,0,,67,SEGUNDO,VILLA PUEYRREDON,12
AV.NAZCA,33,89000,6185500,2697,0,,67,SEGUNDO,VILLA PUEYRREDON,12
AVENIDA SALVADOR MARÍA DEL CARRIL,43,155000,10772500,3605,0,,67,SEGUNDO,VILLA PUEYRREDON,12
NAZCA AL 5200,77,165000,11467500,2143,0,,67,SEGUNDO,VILLA PUEYRREDON,12
BOLIVIA,130,245000,17027500,1885,0,,67,SEGUNDO,VILLA PUEYRREDON,12
AV. DE LOS CONSTITUYENTES 4740,500,1000000,69500000,2000,0,,67,SEGUNDO,VILLA PUEYRREDON,12
AV GRAL E MOSCONI,12,32000,2224000,2667,0,,67,SEGUNDO,VILLA PUEYRREDON,12
ZAMUDIO AL 4700,66,87000,6046500,1318,0,,67,SEGUNDO,VILLA PUEYRREDON,12
AVENIDA DE LOS CONSTITUYENTES AL 4200,49,88000,6116000,1796,0,,67,SEGUNDO,VILLA PUEYRREDON,12
TAMBORINI JOSE P.,39,94000,6533000,2410,0,,67,SEGUNDO,VILLA URQUIZA,12
LA PAMPA  4315,170,790000,54905000,4647,0,,67,SEGUNDO,VILLA URQUIZA,12
DR R S NAON,20,140000,9730000,7000,0,,67,SEGUNDO,VILLA URQUIZA,12
HOLMBERG AL 2400,900,2500000,173750000,2778,0,,67,SEGUNDO,VILLA URQUIZA,12
DE LOS CONSTITUYENTES,110,145000,10077500,1318,0,,67,SEGUNDO,VILLA URQUIZA,12
MENDOZA,184,780000,54210000,4239,0,,67,SEGUNDO,VILLA URQUIZA,12
HOLMBERG AL 2400,243,600000,41700000,2469,0,,67,SEGUNDO,VILLA URQUIZA,12
BLANCO ENCALADA 4100,243,600000,41700000,2469,0,,67,SEGUNDO,VILLA URQUIZA,12
DIAZ COLODRERO,220,695000,48302500,3159,0,,67,SEGUNDO,VILLA URQUIZA,12
ALVAREZ THOMAS AL 3312,178,350000,24325000,1966,0,,67,SEGUNDO,VILLA URQUIZA,12
NUÑEZ 6300,142,130000,9035000,915,0,,67,SEGUNDO,VILLA URQUIZA,12
ANDONAEGUI,49,140500,9764750,2867,0,,67,SEGUNDO,VILLA URQUIZA,12
AV.MONROE AL 5300,40,180000,12510000,4500,0,,67,SEGUNDO,VILLA URQUIZA,12
AV. OLAZABAL 5036 LOCAL 7,30,99000,6880500,3300,0,,67,SEGUNDO,VILLA URQUIZA,12
BLANCO ENCALADA 4600,17,99000,6880500,5824,0,,67,SEGUNDO,VILLA URQUIZA,12
AV F DE OLAZABAL,142,120000,8340000,845,0,,67,SEGUNDO,VILLA URQUIZA,12
DONADO 1900 LOCAL A,122,680000,47260000,5574,0,,67,SEGUNDO,VILLA URQUIZA,12
DONADO1971,134,700000,48650000,5224,0,,67,SEGUNDO,VILLA URQUIZA,12
CAPDEVILA Y MANUELA PEDRAZA,105,158500,11015750,1510,0,,67,SEGUNDO,VILLA URQUIZA,12
DONADO 1900 LOCAL B,84,450000,31275000,5357,0,,67,SEGUNDO,VILLA URQUIZA,12
JOSE A CAPDEVILA,20,75000,5212500,3750,0,,67,SEGUNDO,VILLA URQUIZA,12
HOLMBERG AL 2000,150,600000,41700000,4000,0,,67,SEGUNDO,VILLA URQUIZA,12
NAHUEL HUAPÍ 4000 ESQ. TRONADOR,735,1200000,83400000,1633,0,,67,SEGUNDO,VILLA URQUIZA,12
CULLEN 5491,54,148000,10286000,2741,0,,67,SEGUNDO,VILLA URQUIZA,12
DIAZ COLODRERO,206,695000,48302500,3374,0,,67,SEGUNDO,VILLA URQUIZA,12
BUCARELLI,160,1100000,76450000,6875,0,,67,SEGUNDO,VILLA URQUIZA,12
NAHUEL HUAPI 5000,41,105000,7297500,2561,0,,67,SEGUNDO,VILLA URQUIZA,12
CERETTI 2794,33,69000,4795500,2091,0,,67,SEGUNDO,VILLA URQUIZA,12
BARZANA,39,100000,6950000,2564,0,,67,SEGUNDO,VILLA URQUIZA,12
MONROE,40,180000,12510000,4500,0,,67,SEGUNDO,VILLA URQUIZA,12
LA PAMPA AL 4800,30,105000,7297500,3500,0,,67,SEGUNDO,VILLA URQUIZA,12
BAUNESS AL 1900,80,500000,34750000,6250,0,,67,SEGUNDO,VILLA URQUIZA,12
CUENCA AL 3600,120,375000,26062500,3125,0,,67,SEGUNDO,VILLA DEVOTO NORTE,11
SAN NICOLAS,14,50000,3475000,3571,0,,67,SEGUNDO,VILLA DEVOTO NORTE,11
AV. SAN MARTIN,34,130000,9035000,3824,0,,67,SEGUNDO,VILLA DEVOTO NORTE,11
LASCANO  AL 5000,520,520000,36140000,1000,0,,67,SEGUNDO,VILLA DEVOTO NORTE,11
VALLEJOS,295,350000,24325000,1186,0,,67,SEGUNDO,VILLA DEVOTO NORTE,11
AV. FRANCISCO BEIRO 3800,60,250000,17375000,4167,0,,67,SEGUNDO,VILLA DEVOTO NORTE,11
AVENIDA SAN MARTIN,756,1000000,69500000,1323,0,,67,SEGUNDO,VILLA DEVOTO NORTE,11
CAMPANA AL 4400,35,89000,6185500,2543,0,,67,SEGUNDO,VILLA DEVOTO NORTE,11
CHIVILCOY,33,87000,6046500,2636,0,,67,SEGUNDO,VILLA DEVOTO NORTE,11
SAN NICOLAS,120,750000,52125000,6250,0,,67,SEGUNDO,VILLA DEVOTO NORTE,11
AV. SAN MARTIN AL 7400,296,659000,45800500,2226,0,,67,SEGUNDO,VILLA DEVOTO NORTE,11
CALDERON DE LA BARCA,20,55000,3822500,2750,0,,67,SEGUNDO,VILLA DEVOTO NORTE,11
AV SAN MARTIN,48,140000,9730000,2917,0,,67,SEGUNDO,VILLA DEVOTO NORTE,11
MERCEDES,32,75000,5212500,2344,0,,67,SEGUNDO,VILLA DEVOTO NORTE,11
JOSE CUBAS,174,250000,17375000,1437,0,,67,SEGUNDO,VILLA DEVOTO NORTE,11
LLAVALLOL 4500,385,395000,27452500,1026,0,,67,SEGUNDO,VILLA DEVOTO NORTE,11
GUALEGUAYCHU Y ASUNCIÓN,18,69000,4795500,3833,0,,67,SEGUNDO,VILLA DEVOTO NORTE,11
AV FERNANDEZ DE ENCISO,26,89000,6185500,3423,0,,67,SEGUNDO,VILLA DEVOTO NORTE,11
GARIBALDI,154,340000,23630000,2208,0,,67,SEGUNDO,BOCA,4
ALTE BROWN,164,200000,13900000,1220,0,,67,SEGUNDO,BOCA,4
PUERTO DE PALOS,22,40000,2780000,1818,0,,67,SEGUNDO,BOCA,4
WENCESLAO VILLAFAÑE,35,65000,4517500,1857,0,,67,SEGUNDO,BOCA,4
BLANES JUAN M.,37,65000,4517500,1757,0,,67,SEGUNDO,BOCA,4
AV SUAREZ 500,220,179000,12440500,814,0,,67,SEGUNDO,BOCA,4
GRAL MARIANO NECOCHEA,70,40000,2780000,571,0,,67,SEGUNDO,BOCA,4
MARTIN RODRIGUEZ,132,120000,8340000,909,0,,67,SEGUNDO,BOCA,4
GRAL MARIANO NECOCHEA,350,280000,19460000,800,0,,67,SEGUNDO,BOCA,4
OLAVARRIA,35,90000,6255000,2571,0,,67,SEGUNDO,BOCA,4
AV ALTE. BROWN,107,100000,6950000,935,0,,67,SEGUNDO,BOCA,4
ARISTÓBULO DEL VALLE AL 300,220,250000,17375000,1136,0,,67,SEGUNDO,BOCA,4
PEDRO DE MENDOZA,128,65000,4517500,508,0,,67,SEGUNDO,BOCA,4
OLAVARRIA,87,130000,9035000,1494,0,,67,SEGUNDO,BOCA,4
DEL VALLE IBERLUCEA 1158,277,150000,10425000,542,0,,67,SEGUNDO,BOCA,4
IRALA,129,130000,9035000,1008,0,,67,SEGUNDO,BOCA,4
AVENIDA ALMIRANTE BROWN,162,130000,9035000,802,0,,67,SEGUNDO,BOCA,4
ARAOZ DE LAMADRID,381,250000,17375000,656,0,,67,SEGUNDO,BOCA,4
ARISTOBULO DEL VALLE,43,59000,4100500,1372,0,,67,SEGUNDO,BOCA,4
DEL VALLE ARISTOBULO,40,55000,3822500,1375,0,,67,SEGUNDO,BOCA,4
AV. PEDRO DE MENDOZA ENTRE SALVADORES Y PALACIOS,287,300000,20850000,1045,0,,67,SEGUNDO,BOCA,4
AVENIDA ALMIRANTE BROWN,121,140000,9730000,1157,0,,67,SEGUNDO,BOCA,4
DR F MUÑIZ,52,130000,9035000,2500,0,,67,SEGUNDO,BOEDO,5
GARAY JUAN DE  AVDA.,376,420000,29190000,1117,0,,67,SEGUNDO,BOEDO,5
AV. PAVON,387,395000,27452500,1021,0,,67,SEGUNDO,BOEDO,5
CASTRO BARROS 1500 Y PAVON AV.,850,670000,46565000,788,0,,67,SEGUNDO,BOEDO,5
AV CASEROS,99,150000,10425000,1515,0,,67,SEGUNDO,BOEDO,5
AV M BOEDO,32,42000,2919000,1312,0,,67,SEGUNDO,BOEDO,5
AV M BOEDO,164,210000,14595000,1284,0,,67,SEGUNDO,BOEDO,5
ESTADOS UNIDOS 4100,427,250000,17375000,585,0,,67,SEGUNDO,BOEDO,5
SAN JUAN AL 3600,35,29000,2015500,829,0,,67,SEGUNDO,BOEDO,5
SAN JUAN AL 3900,291,430000,29885000,1478,0,,67,SEGUNDO,BOEDO,5
CASTRO 1176 LOCAL,36,120000,8340000,3333,0,,67,SEGUNDO,BOEDO,5
DR F MUÑIZ,31,75000,5212500,2419,0,,67,SEGUNDO,BOEDO,5
EXCELENTE LOCAL CON RENTA!!! AV. SAN JUAN AL 3400,200,195000,13552500,975,0,,67,SEGUNDO,BOEDO,5
MAZA,145,220000,15290000,1517,0,,67,SEGUNDO,BOEDO,5
AV  SAN JUAN,124,220000,15290000,1774,0,,67,SEGUNDO,BOEDO,5
CASTRO 1176 LOCAL,36,98000,6811000,2722,0,,67,SEGUNDO,BOEDO,5
CALVO CARLOS,105,280000,19460000,2667,0,,67,SEGUNDO,BOEDO,5
GARAY AL 3500,20,50000,3475000,2500,0,,67,SEGUNDO,BOEDO,5
CARLOS CALVO,35,77000,5351500,2200,0,,67,SEGUNDO,BOEDO,5
AV CARABOBO 500,436,315000,21892500,722,0,,67,SEGUNDO,FLORES SUR,7
VARELA,60,115000,7992500,1917,0,,67,SEGUNDO,FLORES SUR,7
VARELA 700,48,103000,7158500,2146,0,,67,SEGUNDO,FLORES SUR,7
VARELA,88,130000,9035000,1477,0,,67,SEGUNDO,FLORES SUR,7
AV. EVA PERON AL 2200,114,210000,14595000,1842,0,,67,SEGUNDO,FLORES SUR,7
AV EVA PERON 4100,322,390000,27105000,1211,0,,67,SEGUNDO,FLORES SUR,7
EVA PERON 2410,41,95000,6602500,2317,0,,67,SEGUNDO,FLORES SUR,7
SARAZA AL 2400,99,55000,3822500,556,0,,67,SEGUNDO,FLORES SUR,7
AV SAN PEDRITO,300,260000,18070000,867,0,,67,SEGUNDO,FLORES SUR,7
GREGORIO DE LA FERRERE 2500,106,126000,8757000,1189,0,,67,SEGUNDO,FLORES SUR,7
MEMBRILLAR 41,29,29000,2015500,1000,0,,67,SEGUNDO,FLORES SUR,7
AV CARABOBO 500,153,207000,14386500,1353,0,,67,SEGUNDO,FLORES SUR,7
AVENIDA VARELA 1262FLORES GALERIA DE 5 LOCALES A*,164,200000,13900000,1220,0,,67,SEGUNDO,FLORES SUR,7
MIRO AL 1800,172,290000,20155000,1686,0,,67,SEGUNDO,FLORES SUR,7
SAN NICOLAS,1300,4600000,319700000,3538,0,,67,SEGUNDO,FLORESTA,10
AV. DIRECTORIO AL 3200,74,179000,12440500,2419,0,,67,SEGUNDO,FLORESTA,10
I PORTELA,155,125000,8687500,806,0,,67,SEGUNDO,FLORESTA,10
DIRECTORIO,35,70000,4865000,2000,0,,67,SEGUNDO,FLORESTA,10
AV GAONA,60,135000,9382500,2250,0,,67,SEGUNDO,FLORESTA,10
MAGARIÑOS CERVANTES,63,120000,8340000,1905,0,,67,SEGUNDO,FLORESTA,10
AV. RIVADAVIA N°8330,200,480000,33360000,2400,0,,67,SEGUNDO,FLORESTA,10
SEGUROLA AV.,53,132500,9208750,2500,0,,67,SEGUNDO,FLORESTA,10
JUAN B. JUSTO AL 6700,140,290000,20155000,2071,0,,67,SEGUNDO,FLORESTA,10
CHIVILCOY,450,800000,55600000,1778,0,,67,SEGUNDO,FLORESTA,10
AV SEGUROLA,22,68000,4726000,3091,0,,67,SEGUNDO,FLORESTA,10
RIVADAVIA AL 8300,133,215000,14942500,1617,0,,67,SEGUNDO,FLORESTA,10
JUAN BAUTISTA ALBERDI 3200,400,580000,40310000,1450,0,,67,SEGUNDO,FLORESTA,10
AV. DIRECTORIO AL AL 3500,75,195000,13552500,2600,0,,67,SEGUNDO,FLORESTA,10
SAN NICOLAS 400,150,600000,41700000,4000,0,,67,SEGUNDO,FLORESTA,10
AV. RIVADAVIA,140,270000,18765000,1929,0,,67,SEGUNDO,FLORESTA,10
SARACHAGA 4200 - VELEZ SARSFIELD - C.A.B.A..,191,240000,16680000,1257,0,,67,SEGUNDO,FLORESTA,10
MONTIEL,478,650000,45175000,1360,0,,67,SEGUNDO,LINIERS,9
PATRON,40,95000,6602500,2375,0,,67,SEGUNDO,LINIERS,9
LISANDRO DE LA TORRE,197,175000,12162500,888,0,,67,SEGUNDO,LINIERS,9
RAMON FALCON AL 6800 VENTA CON RENTA,405,530000,36835000,1309,0,,67,SEGUNDO,LINIERS,9
PILAR,27,82000,5699000,3037,0,,67,SEGUNDO,LINIERS,9
CUZCO AL 200,36,80000,5560000,2222,0,,67,SEGUNDO,LINIERS,9
CARHUÉ,69,97000,6741500,1406,0,,67,SEGUNDO,LINIERS,9
IBARROLA AL 7000,144,398000,27661000,2764,0,,67,SEGUNDO,LINIERS,9
PATRON,45,90000,6255000,2000,0,,67,SEGUNDO,LINIERS,9
IBARROLA,196,450000,31275000,2296,0,,67,SEGUNDO,LINIERS,9
PILAR,22,82500,5733750,3750,0,,67,SEGUNDO,LINIERS,9
MONTIEL,130,250000,17375000,1923,0,,67,SEGUNDO,LINIERS,9
CARHUE,40,35000,2432500,875,0,,67,SEGUNDO,LINIERS,9
VENTURA BOSCH,25,80000,5560000,3200,0,,67,SEGUNDO,LINIERS,9
RAMÓN FALCÓN,72,190000,13205000,2639,0,,67,SEGUNDO,LINIERS,9
AVENIDA GENERAL PAZ,210,800000,55600000,3810,0,,67,SEGUNDO,LINIERS,9
EMILIO CASTRO AVDA.,260,400000,27800000,1538,0,,67,SEGUNDO,LINIERS,9
GANA 100,71,50000,3475000,704,0,,67,SEGUNDO,LINIERS,9
RAMON FALCON,25,72000,5004000,2880,0,,67,SEGUNDO,LINIERS,9
AV RIVADAVIA 10800 ESQ FOUNRUGE,100,220000,15290000,2200,0,,67,SEGUNDO,LINIERS,9
RIVADAVIA,27,73000,5073500,2704,0,,67,SEGUNDO,LINIERS,9
PATRON,45,120000,8340000,2667,0,,67,SEGUNDO,LINIERS,9
PERIBEBUY AL 6700,151,260000,18070000,1722,0,,67,SEGUNDO,LINIERS,9
CARHUE,50,90000,6255000,1800,0,,67,SEGUNDO,LINIERS,9
GANA,260,200000,13900000,769,0,,67,SEGUNDO,LINIERS,9
RIVADAVIA,150,180000,12510000,1200,0,,67,SEGUNDO,LINIERS,9
PILAR Y TONELERO,600,460000,31970000,767,0,,67,SEGUNDO,LINIERS,9
MIRALLA,105,195000,13552500,1857,0,,67,SEGUNDO,LINIERS,9
EMILIO CASTRO AL 6400,262,325000,22587500,1240,0,,67,SEGUNDO,LINIERS,9
RIVADAVIA AV. 10.763,50,140000,9730000,2800,0,,67,SEGUNDO,LINIERS,9
MIRALLA,740,1150000,79925000,1554,0,,67,SEGUNDO,LINIERS,9
AV. RIVADAVIA,50,140000,9730000,2800,0,,67,SEGUNDO,LINIERS,9
AV RIVADAVIA,750,2600000,180700000,3467,0,,67,SEGUNDO,LINIERS,9
SAN PEDRO,15,35000,2432500,2333,0,,67,SEGUNDO,MATADEROS,9
AV EVA PERON,82,120000,8340000,1463,0,,67,SEGUNDO,MATADEROS,9
AV DE LOS CORRALES,161,200000,13900000,1242,0,,67,SEGUNDO,MATADEROS,9
MONTIEL,22,80000,5560000,3636,0,,67,SEGUNDO,MATADEROS,9
PILAR,150,195000,13552500,1300,0,,67,SEGUNDO,MATADEROS,9
AVENIDA DIRECTORIO,90,160000,11120000,1778,0,,67,SEGUNDO,MATADEROS,9
JUAN BAUTISTA ALBERDI 5800,338,450000,31275000,1331,0,,67,SEGUNDO,MATADEROS,9
AV LARRAZABAL,123,250000,17375000,2033,0,,67,SEGUNDO,MATADEROS,9
CARHUE,24,36000,2502000,1500,0,,67,SEGUNDO,MATADEROS,9
AV. EVA PERON ESQUINA CARHUE,750,420000,29190000,560,0,,67,SEGUNDO,MATADEROS,9
ESQUINA EVA PERÓN Y OLIDEN,71,80000,5560000,1127,0,,67,SEGUNDO,MATADEROS,9
ALBERDI JUAN BAUTISTA,405,650000,45175000,1605,0,,67,SEGUNDO,MATADEROS,9
EVA PERON 5100,550,440000,30580000,800,0,,67,SEGUNDO,MATADEROS,9
AV ALBERDI,455,435000,30232500,956,0,,67,SEGUNDO,MATADEROS,9
MONTIEL,20,43000,2988500,2150,0,,67,SEGUNDO,MATADEROS,9
ESCALADA,33,50000,3475000,1515,0,,67,SEGUNDO,MATADEROS,9
FRAGATA CÉFIRO AL 1800,43,45000,3127500,1047,0,,67,SEGUNDO,MATADEROS,9
AV. PERON AL 5900,210,220000,15290000,1048,0,,67,SEGUNDO,MATADEROS,9
SEGUROLA AL 1800,200,250000,17375000,1250,0,,67,SEGUNDO,MONTE CASTRO,10
AV A ALVAREZ JONTE,25,89000,6185500,3560,0,,67,SEGUNDO,MONTE CASTRO,10
ALVAREZ JONTE AV. AL 4000,93,299000,20780500,3215,0,,67,SEGUNDO,MONTE CASTRO,10
ALVAREZ JONTE 4300,57,69000,4795500,1211,0,,67,SEGUNDO,MONTE CASTRO,10
AV LOPE DE VEGA,582,450000,31275000,773,0,,67,SEGUNDO,MONTE CASTRO,10
ALVAREZ JONTE 4300,57,49000,3405500,860,0,,67,SEGUNDO,MONTE CASTRO,10
MARCOS PAZ,146,239000,16610500,1637,0,,67,SEGUNDO,MONTE CASTRO,10
AV. ALVAREZ JONTE,21,52000,3614000,2476,0,,67,SEGUNDO,MONTE CASTRO,10
SANABRIA,175,195000,13552500,1114,0,,67,SEGUNDO,MONTE CASTRO,10
LASCANO 5100,37,100000,6950000,2703,0,,67,SEGUNDO,MONTE CASTRO,10
PJE MARTIN FIERRO  AL 5300,85,185000,12857500,2176,0,,67,SEGUNDO,MONTE CASTRO,10
SANABRIA AL 2400,50,110000,7645000,2200,0,,67,SEGUNDO,MONTE CASTRO,10
CHICLANA AVDA.,60,89000,6185500,1483,0,,67,SEGUNDO,NUEVA POMPEYA,4
LA PLATA AVDA.,103,250000,17375000,2427,0,,67,SEGUNDO,NUEVA POMPEYA,4
AMANCIO ALCORTA AL 3600,600,550000,38225000,917,0,,67,SEGUNDO,NUEVA POMPEYA,4
PJE RAULET,39,68000,4726000,1744,0,,67,SEGUNDO,NUEVA POMPEYA,4
AV. AMANCIO ALCORTA,222,198000,13761000,892,0,,67,SEGUNDO,NUEVA POMPEYA,4
AV. CRUZ AL 1500,141,135000,9382500,957,0,,67,SEGUNDO,NUEVA POMPEYA,4
AV. SAENZ AL 1400,300,230000,15985000,767,0,,67,SEGUNDO,NUEVA POMPEYA,4
ESQUIU AL 1300,35,55000,3822500,1571,0,,67,SEGUNDO,NUEVA POMPEYA,4
AV SAENZ 600,34,65000,4517500,1912,0,,67,SEGUNDO,NUEVA POMPEYA,4
FRANCISCO RABANAL 1982,75,75000,5212500,1000,0,,67,SEGUNDO,NUEVA POMPEYA,4
AV. INTENDENTE RABANAL AL 1300,200,175000,12162500,875,0,,67,SEGUNDO,NUEVA POMPEYA,4
CENTENERA 2478,210,158900,11043550,757,0,,67,SEGUNDO,NUEVA POMPEYA,4
CENTENERA AL 3500,105,75000,5212500,714,0,,67,SEGUNDO,NUEVA POMPEYA,4
AVENIDA TILCARA 2900,401,450000,31275000,1122,0,,67,SEGUNDO,NUEVA POMPEYA,4
TROLE,19,28000,1946000,1495,0,,67,SEGUNDO,NUEVA POMPEYA,4
AV. SAENZ1273,286,300000,20850000,1049,0,,67,SEGUNDO,NUEVA POMPEYA,4
AV. ENTRE RIOS 1700,220,245000,17027500,1114,0,,67,SEGUNDO,PARQUE PATRICIOS,4
RONDEAU 2800,250,279000,19390500,1116,0,,67,SEGUNDO,PARQUE PATRICIOS,4
BRASIL 3098,520,265000,18417500,510,0,,67,SEGUNDO,PARQUE PATRICIOS,4
MONTEAGUDO 400,298,170000,11815000,570,0,,67,SEGUNDO,PARQUE PATRICIOS,4
ALBERTI,113,249000,17305500,2204,0,,67,SEGUNDO,PARQUE PATRICIOS,4
D MATHEU,304,300000,20850000,987,0,,67,SEGUNDO,PARQUE PATRICIOS,4
LA RIOJA,260,492000,34194000,1892,0,,67,SEGUNDO,PARQUE PATRICIOS,4
AV CASEROS,85,210000,14595000,2471,0,,67,SEGUNDO,PARQUE PATRICIOS,4
IGUAZU 725-EDIFICIO EN BLOCK-COCHERA -DEPOSITO-OF*,753,670000,46565000,890,0,,67,SEGUNDO,PARQUE PATRICIOS,4
JUJUY ESQ. INCLAN,259,330000,22935000,1274,0,,67,SEGUNDO,PARQUE PATRICIOS,4
AV CASEROS,220,415000,28842500,1886,0,,67,SEGUNDO,PARQUE PATRICIOS,4
PBTO M ALBERTI,30,60000,4170000,2000,0,,67,SEGUNDO,PARQUE PATRICIOS,4
PAVON ESQ. ALBERTI,130,115000,7992500,885,0,,67,SEGUNDO,PARQUE PATRICIOS,4
P CARRASCO,300,380000,26410000,1267,0,,67,SEGUNDO,VELEZ SARSFIELD,10
YERBAL,28,60000,4170000,2143,0,,67,SEGUNDO,VELEZ SARSFIELD,10
ALBERDI JUAN B.  AV.,200,220000,15290000,1100,0,,67,SEGUNDO,VELEZ SARSFIELD,10
AV ALBERDI,100,150000,10425000,1500,0,,67,SEGUNDO,VELEZ SARSFIELD,10
AV B RIVADAVIA,114,270000,18765000,2368,0,,67,SEGUNDO,VELEZ SARSFIELD,10
DR S SEGUROLA,40,115000,7992500,2875,0,,67,SEGUNDO,VELEZ SARSFIELD,10
SEGUROLA 200,22,70000,4865000,3182,0,,67,SEGUNDO,VELEZ SARSFIELD,10
CAMARONES CASI ESQUINA AV SEGUROLA,56,85000,5907500,1507,0,,67,SEGUNDO,VELEZ SARSFIELD,10
TAPALQUE,240,200000,13900000,833,0,,67,SEGUNDO,VELEZ SARSFIELD,10
MARTINEZ  CASTRO AL 300,444,450000,31275000,1014,0,,67,SEGUNDO,VELEZ SARSFIELD,10
JUAN B. JUSTO,90,240000,16680000,2667,0,,67,SEGUNDO,VELEZ SARSFIELD,10
GRAL CESAR DIAZ,20,65000,4517500,3250,0,,67,SEGUNDO,VELEZ SARSFIELD,10
JUSTO JUAN B AVENIDA,126,275000,19112500,2183,0,,67,SEGUNDO,VELEZ SARSFIELD,10
JUAN B JUSTO 7700,244,290000,20155000,1189,0,,67,SEGUNDO,VELEZ SARSFIELD,10
AV. LOPE DE VEGA,224,290000,20155000,1295,0,,67,SEGUNDO,VELEZ SARSFIELD,10
JUAN B JUSTO 9300,590,520000,36140000,881,0,,67,SEGUNDO,VERSALLES,10
AV DR JUAN BAUTISTA JUSTO,200,250000,17375000,1250,0,,67,SEGUNDO,VERSALLES,10
ALVAREZ DONATO  T. GRAL.,82,150000,10425000,1829,0,,67,SEGUNDO,VILLA GRAL. MITRE,11
AVENIDA JUAN B. JUSTO,105,295000,20502500,2810,0,,67,SEGUNDO,VILLA GRAL. MITRE,11
AV JUAN B JUSTO,200,330000,22935000,1650,0,,67,SEGUNDO,VILLA GRAL. MITRE,11
SAN BLAS AL 1600,68,318000,22101000,4676,0,,67,SEGUNDO,VILLA GRAL. MITRE,11
AV. JUAN B. JUSTO,18,65000,4517500,3611,0,,67,SEGUNDO,VILLA GRAL. MITRE,11
CERVANTES MARGARIÑOS,29,95000,6602500,3276,0,,67,SEGUNDO,VILLA GRAL. MITRE,11
BOLIVIA 1444,39,70000,4865000,1795,0,,67,SEGUNDO,VILLA GRAL. MITRE,11
AV. J. B.JUSTO 5200,109,150000,10425000,1376,0,,67,SEGUNDO,VILLA GRAL. MITRE,11
DONATO ALVAREZ 1370,303,800000,55600000,2640,0,,67,SEGUNDO,VILLA GRAL. MITRE,11
ALFREDO BUFANO AL 1900,214,169900,11808050,794,0,,67,SEGUNDO,VILLA GRAL. MITRE,11
ALBERDI AL 4600,100,146000,10147000,1460,0,,67,SEGUNDO,VILLA LURO,10
JUAN B. JUSTO  8100,311,550000,38225000,1768,0,,67,SEGUNDO,VILLA LURO,10
LOPE DE VEGA AL 1500,102,350000,24325000,3431,0,,67,SEGUNDO,VILLA LURO,10
RIVADAVIA AL 9400,323,295000,20502500,913,0,,67,SEGUNDO,VILLA LURO,10
AV B RIVADAVIA,34,95000,6602500,2794,0,,67,SEGUNDO,VILLA LURO,10
AV RIVADAVIA  9400,113,165000,11467500,1460,0,,67,SEGUNDO,VILLA LURO,10
AV. RIVADAVIA,205,595000,41352500,2902,0,,67,SEGUNDO,VILLA LURO,10
POETA LEOPARDI,42,122000,8479000,2905,0,,67,SEGUNDO,VILLA LURO,10
AV RIVADAVIA,285,625000,43437500,2193,0,,67,SEGUNDO,VILLA LURO,10
AV. LOPE DE VEGA 1200,43,108000,7506000,2512,0,,67,SEGUNDO,VILLA LURO,10
CAMARONES,162,450000,31275000,2778,0,,67,SEGUNDO,VILLA LURO,10
ACASSUSO,118,400000,27800000,3390,0,,67,SEGUNDO,VILLA LURO,10
AV. RIVADAVIA 9615 PB LOCAL A LA CALLE,57,235000,16332500,4123,0,,67,SEGUNDO,VILLA LURO,10
AV RIVADAVIA,58,235000,16332500,4052,0,,67,SEGUNDO,VILLA LURO,10
AV RIVADAVIA,87,130000,9035000,1494,0,,67,SEGUNDO,VILLA LURO,10
BASUALDO,127,500000,34750000,3937,0,,67,SEGUNDO,VILLA LURO,10
LOPE DE VEGA 800,28,58000,4031000,2071,0,,67,SEGUNDO,VILLA LURO,10
GENERAL PAZ AL 600,45,150000,10425000,3333,0,,67,SEGUNDO,VILLA REAL,10
NAZARRE 6100,50,75000,5212500,1500,0,,67,SEGUNDO,VILLA REAL,10
AV. LOPE DE VEGA,92,280000,19460000,3043,0,,67,SEGUNDO,VILLA REAL,10
AV F BEIRO,140,195000,13552500,1393,0,,67,SEGUNDO,VILLA REAL,10
VIRGILIO,200,220000,15290000,1100,0,,67,SEGUNDO,VILLA REAL,10
